UBO id	Breed name	Country	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	Other name(s) =synonym							Language (for Breed name and Other name)	ISO3 Country code	Domestication status	Taxonomic classification	Description of origin	Geographical classification
UBO:0001852	Kachchhi	India	Kachchhi-India [Ass]		Ass	Ass	UBO:0000003	Desi							Hindi	IND	Domestic	Breed	Kachchh district of Gujarat 	local
UBO:0001853	Kiang	India	Kiang-India [Ass]		Ass	Ass	UBO:0000003									IND	feral	breed	Equus kiang	local
UBO:0001854	Spiti	India	Spiti-India [Ass]		Ass	Ass	UBO:0000003								Hindi	IND	Domestic	Breed	Spiti	local
UBO:0001855	Donkey	Ireland	Donkey-Ireland [Ass]		Ass	Ass	UBO:0000003								Eng	IRL	domestic		The domestic donkey's ancestors were wild asses from Africa. The African branch of the subgenus were found between the Mediterranean coast and the Sahara Desert to the south of the Red Sea. There were two separate subspecies: the Nubian wild ass and the Somali wild ass. The Asiatic branch of the subgenus came from a much larger area stretching from the Red Sea to Northern India and Tibet where the ass had to adapt to different climate, terrain and altitude. Consequently there is more than one subspecies of Asiatic wild ass. The further east the ass was found, the larger, heavier and stronger the animal became. Sadly some of these original subspecies are now extinct, due to loss of habitat, poaching and competition with domestic animals.  Since 2005, EU regulations require that all equines are identified by a passport. Therefore, all donkeys in Ireland must have a passport issued by an approved organisation. Since 2005, the Irish Horse Board has issued over 1,200 passports to donkeys. Not all donkeys in Ireland are yet identified by a passport and therefore there is no accurate estimate as to the number of donkeys in the country. No record is kept of the pedigree donkeys.	local
UBO:0001856	Anger	Iran (Islamic Republic of)	Anger-Iran (Islamic Republic of) [Ass]		Ass	Ass	UBO:0000003	Half-Ass|Hemione|Asian Wild Ass								IRN	feral	breed	Equus hemionus	local
UBO:0001857	Benderi	Iran (Islamic Republic of)	Benderi-Iran (Islamic Republic of) [Ass]		Ass	Ass	UBO:0000003									IRN	domestic	breed	composite of Onager and Iranian	local
UBO:0001858	Iranian	Iran (Islamic Republic of)	Iranian-Iran (Islamic Republic of) [Ass]		Ass	Ass	UBO:0000003	Persian							eng.	IRN	domestic	breed	small indigenous breed type	local
UBO:0001859	Iranian Onager	Iran (Islamic Republic of)	Iranian Onager-Iran (Islamic Republic of) [Ass]		Ass	Ass	UBO:0000003	Persian Onager|Persian Wild Ass|Ghor-Khar							eng.	IRN	feral	variety	variety of Onager (Equus hemionus onager)	local
UBO:0001860	Kashan	Iran (Islamic Republic of)	Kashan-Iran (Islamic Republic of) [Ass]		Ass	Ass	UBO:0000003									IRN	domestic	variety	variety of Hamadan	local
UBO:0001861	Asino Ragusano	Italy	Asino Ragusano-Italy [Ass]		Ass	Ass	UBO:0000003								it.	ITA	domestic	breed	composite of Sicilian and Pantelleria	local
UBO:0001862	Asino Romagnolo	Italy	Asino Romagnolo-Italy [Ass]		Ass	Ass	UBO:0000003								it.	ITA	domestic	breed		local
UBO:0001863	Asino Sardo	Italy	Asino Sardo-Italy [Ass]		Ass	Ass	UBO:0000003								it.	ITA	Domestic	Breed	indigenous breed 	local
UBO:0001864	Asino Viterbese	Italy	Asino Viterbese-Italy [Ass]		Ass	Ass	UBO:0000003								it.	ITA	domestic	breed		local
UBO:0001865	Asino dell'Amiata	Italy	Asino dell'Amiata-Italy [Ass]		Ass	Ass	UBO:0000003	Amiatino							it.	ITA	domestic	breed	local population	local
UBO:0001866	Asino dell'Asinara	Italy	Asino dell'Asinara-Italy [Ass]		Ass	Ass	UBO:0000003								it.	ITA	domestic	breed	local population	local
UBO:0001867	Asino di Martina Franca	Italy	Asino di Martina Franca-Italy [Ass]		Ass	Ass	UBO:0000003								it.	ITA	domestic	breed	local population	local
UBO:0001868	Asino di Pantelleria, Pantesco	Italy	Asino di Pantelleria, Pantesco-Italy [Ass]		Ass	Ass	UBO:0000003								it.	ITA	domestic	breed	indigenous breed	local
UBO:0001869	Black	Jordan	Black-Jordan [Ass]		Ass	Ass	UBO:0000003									JOR	domestic	breed	indigenous breed	local
UBO:0001870	Qubressy	Jordan	Qubressy-Jordan [Ass]		Ass	Ass	UBO:0000003	Cyprus								JOR	domestic	breed		local
UBO:0001871	Kazakhskaya	Kazakhstan	Kazakhskaya-Kazakhstan [Ass]		Ass	Ass	UBO:0000003	Kazakh							ru.	KAZ	domestic	breed		local
UBO:0001872	Kirgizskaya	Kyrgyzstan	Kirgizskaya-Kyrgyzstan [Ass]		Ass	Ass	UBO:0000003	Kirgiz							ru.	KGZ	domestic	breed		local
UBO:0001873	Donkey	Saint Kitts and Nevis	Donkey-Saint Kitts and Nevis [Ass]		Ass	Ass	UBO:0000003								eng.	KNA	domestic	species		local
UBO:0001874	Libyan	Libya	Libyan-Libya [Ass]		Ass	Ass	UBO:0000003									LBY	domestic	breed		local
UBO:0001875	Mannar	Sri Lanka	Mannar-Sri Lanka [Ass]		Ass	Ass	UBO:0000003									LKA	domestic			local
UBO:0001876	Puttalam Buruwa	Sri Lanka	Puttalam Buruwa-Sri Lanka [Ass]		Ass	Ass	UBO:0000003									LKA	feral	breed		local
UBO:0001877	Ass & mules (no breed indication)	Luxembourg	Ass & mules (no breed indication)-Luxembourg [Ass]		Ass	Ass	UBO:0000003									LUX				local
UBO:0001878	Moroccan	Morocco	Moroccan-Morocco [Ass]		Ass	Ass	UBO:0000003								eng.	MAR	domestic	breed		local
UBO:0001879	Moldavian Local	Republic of Moldova	Moldavian Local-Republic of Moldova [Ass]		Ass	Ass	UBO:0000003	Moldoveneasca LocalÃ¡							eng.	MDA	domestic	breed		local
UBO:0001880	Ãne locale	Madagascar	Ãne locale-Madagascar [Ass]		Ass	Ass	UBO:0000003								fr.= local ass	MDG	domestic	breed		local
UBO:0001881	Burro	Mexico	Burro-Mexico [Ass]		Ass	Ass	UBO:0000003								sp. = donkey	MEX	domestic			local
UBO:0001882	l'Ã¢ne du Gourma	Mali	l'Ã¢ne du Gourma-Mali [Ass]		Ass	Ass	UBO:0000003								fr.	MLI	domestic			local
UBO:0001883	l'Ã¢ne du Miankala	Mali	l'Ã¢ne du Miankala-Mali [Ass]		Ass	Ass	UBO:0000003								fr.	MLI	domestic			local
UBO:0001884	l'Ã¢ne du Sahel	Mali	l'Ã¢ne du Sahel-Mali [Ass]		Ass	Ass	UBO:0000003								fr.	MLI	domestic			local
UBO:0001885	l'Ã¢ne du Yatenga	Mali	l'Ã¢ne du Yatenga-Mali [Ass]		Ass	Ass	UBO:0000003								fr.	MLI	domestic			local
UBO:0001886	Ãne du plateau Dogon	Mali	Ãne du plateau Dogon-Mali [Ass]		Ass	Ass	UBO:0000003								fr.	MLI	domestic			local
UBO:0001887	Balkanski magarac	Montenegro	Balkanski magarac-Montenegro [Ass]		Ass	Ass	UBO:0000003	Balkan donkey							mne	MNE	domestic	breed		local
UBO:0001888	Namibian Donkey	Namibia	Namibian Donkey-Namibia [Ass]		Ass	Ass	UBO:0000003									NAM				local
UBO:0001889	Burro	Nicaragua	Burro-Nicaragua [Ass]		Ass	Ass	UBO:0000003								sp.= donkey	NIC	domestic			local
UBO:0001890	Mediterran Miniature	Netherlands	Mediterran Miniature-Netherlands [Ass]		Ass	Ass	UBO:0000003								UK	NLD			from the Islands of Sicily and Sardinia off the west coast of Italy	local
UBO:0001891	ezel	Netherlands	ezel-Netherlands [Ass]		Ass	Ass	UBO:0000003	Nederlandse ezel								NLD				local
UBO:0001892	Ass	Pakistan	Ass-Pakistan [Ass]		Ass	Ass	UBO:0000003									PAK	domestic	species		local
UBO:0001893	Criollo	Peru	Criollo-Peru [Ass]		Ass	Ass	UBO:0000003								sp.	PER	domestic	breed		local
UBO:0001894	Burro da Graciosa	Portugal	Burro da Graciosa-Portugal [Ass]		Ass	Ass	UBO:0000003								portugese-port.	PRT				local
UBO:0001895	Burro de Miranda	Portugal	Burro de Miranda-Portugal [Ass]		Ass	Ass	UBO:0000003								port.	PRT				local
UBO:0001896	Romanian Ass	Romania	Romanian Ass-Romania [Ass]		Ass	Ass	UBO:0000003	Magarul Romaneasc							eng.	ROU	domestic	breed	indigenous breed	local
UBO:0001897	Abkhazskaya	Russian Federation	Abkhazskaya-Russian Federation [Ass]		Ass	Ass	UBO:0000003	Abkhasian							ru.	RUS	domestic	variety	variety of Georgian	local
UBO:0001898	Dagestanskaya	Russian Federation	Dagestanskaya-Russian Federation [Ass]		Ass	Ass	UBO:0000003	Dagestan							ru.	RUS	domestic	breed		local
UBO:0001899	Kakhetinskaya	Russian Federation	Kakhetinskaya-Russian Federation [Ass]		Ass	Ass	UBO:0000003	Kakhetian							ru.	RUS	domestic	variety	variety of Georgian	local
UBO:0001900	Etbai	Sudan	Etbai-Sudan [Ass]		Ass	Ass	UBO:0000003	Elgash								SDN	domestic	variety	smaller variety of Sudanese Riding	local
UBO:0001901	Riffawi	Sudan	Riffawi-Sudan [Ass]		Ass	Ass	UBO:0000003	Shindawi Riding Ass|Sudanese Riding								SDN	domestic	variety	variety of Sudanese Riding	local
UBO:0001902	Sudanese Pack	Sudan	Sudanese Pack-Sudan [Ass]		Ass	Ass	UBO:0000003	Dubbolawi|Makadi							eng.	SDN	domestic	breed		local
UBO:0001903	Toposa	Sudan	Toposa-Sudan [Ass]		Ass	Ass	UBO:0000003									SDN	domestic	breed		local
UBO:0001904	Ane	Senegal	Ane-Senegal [Ass]		Ass	Ass	UBO:0000003								en	SEN				local
UBO:0001905	Burro Criollo	El Salvador	Burro Criollo-El Salvador [Ass]		Ass	Ass	UBO:0000003								sp.	SLV	domestic	breed		local
UBO:0001906	Balkan donkey	Serbia	Balkan donkey-Serbia [Ass]		Ass	Ass	UBO:0000003	Domestic Balkan donkey|DomaÄ‡i balkanski magarac							eng.	SRB	domestic	breed		local
UBO:0001907	Grey	Suriname	Grey-Suriname [Ass]		Ass	Ass	UBO:0000003								eng.	SUR	domestic	breed	imported; exotic	local
UBO:0001908	Istrian donkey	Slovenia	Istrian donkey-Slovenia [Ass]		Ass	Ass	UBO:0000003									SVN				local
UBO:0001909	Syrian Wild Ass	Syrian Arab Republic	Syrian Wild Ass-Syrian Arab Republic [Ass]		Ass	Ass	UBO:0000003	Akhdari|Hemippe De Syrie|Mesopotamian Onager|Syrian Onager|Achdari							eng.	SYR	domestic	variety	variety of Onager (Equus hemionus hemippus); extinct in early 1900s	local
UBO:0001910	l'Ã¢ne africain	Chad	l'Ã¢ne africain-Chad [Ass]		Ass	Ass	UBO:0000003	RifaÃ¯							fr.= African ass	TCD	domestic		imported from Egypt; locally adapted	local
UBO:0001911	Anes	Togo	Anes-Togo [Ass]		Ass	Ass	UBO:0000003									TGO	domestic	species		local
UBO:0001912	Tadzhikskaya	Tajikistan	Tadzhikskaya-Tajikistan [Ass]		Ass	Ass	UBO:0000003	Tajik							ru.	TJK	domestic	breed		local
UBO:0001913	Maryiskaya	Turkmenistan	Maryiskaya-Turkmenistan [Ass]		Ass	Ass	UBO:0000003	Merv|Mary							ru.	TKM	domestic	breed		local
UBO:0001914	Turkmenskaya	Turkmenistan	Turkmenskaya-Turkmenistan [Ass]		Ass	Ass	UBO:0000003	Turkmen							ru.	TKM	domestic			local
UBO:0001915	Ane Tunisien	Tunisia	Ane Tunisien-Tunisia [Ass]		Ass	Ass	UBO:0000003								eng.	TUN	domestic	breed		local
UBO:0001916	Anatolian	Turkey	Anatolian-Turkey [Ass]		Ass	Ass	UBO:0000003								eng.	TUR	domestic	breed	Black and grey varieties of this breed exist.	local
UBO:0001917	KarakaÃ§an	Turkey	KarakaÃ§an-Turkey [Ass]		Ass	Ass	UBO:0000003								turk.	TUR	domestic	breed	indigenous breed	local
UBO:0001918	Merzifon	Turkey	Merzifon-Turkey [Ass]		Ass	Ass	UBO:0000003									TUR	domestic	breed	indigenous breed	local
UBO:0001919	Muscat	United Republic of Tanzania	Muscat-United Republic of Tanzania [Ass]		Ass	Ass	UBO:0000003									TZA	domestic	breed	descended from Egyptian or Arabian	local
UBO:0001920	Donkey	Uganda	Donkey-Uganda [Ass]		Ass	Ass	UBO:0000003								eng.	UGA	domestic			local
UBO:0001921	Burro	United States of America	Burro-United States of America [Ass]		Ass	Ass	UBO:0000003								sp. = donkey	USA	feral	breed		local
UBO:0001922	Miniature	United States of America	Miniature-United States of America [Ass]		Ass	Ass	UBO:0000003	Mediterranean							eng.	USA	domestic	breed		local
UBO:0001923	Spotted	United States of America	Spotted-United States of America [Ass]		Ass	Ass	UBO:0000003	American Spotted							eng.	USA	domestic	breed		local
UBO:0001924	Standard	United States of America	Standard-United States of America [Ass]		Ass	Ass	UBO:0000003								eng.	USA	domestic	breed		local
UBO:0001925	Kara-Kalpakskaya	Uzbekistan	Kara-Kalpakskaya-Uzbekistan [Ass]		Ass	Ass	UBO:0000003	Kara-Kalpak							ru.	UZB	domestic	breed		local
UBO:0001926	Uzbekskaya	Uzbekistan	Uzbekskaya-Uzbekistan [Ass]		Ass	Ass	UBO:0000003	Bukhara|Bukharskaya|Uzbek							ru.	UZB	domestic	breed		local
UBO:0001927	Asno criollo	Venezuela (Bolivarian Republic of)	Asno criollo-Venezuela (Bolivarian Republic of) [Ass]		Ass	Ass	UBO:0000003								sp.	VEN	domestic	breed	locally adapted, descendant from the breeds introduced by the spaniards	local
UBO:0001928	Brasil	Venezuela (Bolivarian Republic of)	Brasil-Venezuela (Bolivarian Republic of) [Ass]		Ass	Ass	UBO:0000003								sp.	VEN	domestic	breed	recently imported; exotic	local
UBO:0001929	BÃºlgaro	Venezuela (Bolivarian Republic of)	BÃºlgaro-Venezuela (Bolivarian Republic of) [Ass]		Ass	Ass	UBO:0000003								sp.	VEN	domestic	breed	continually imported from Bulgaria; exotic	local
UBO:0001930	Mula	Venezuela (Bolivarian Republic of)	Mula-Venezuela (Bolivarian Republic of) [Ass]		Ass	Ass	UBO:0000003								sp.=mule	VEN	domestic	breed	locally adapted	local
UBO:0001931	Peruano	Venezuela (Bolivarian Republic of)	Peruano-Venezuela (Bolivarian Republic of) [Ass]		Ass	Ass	UBO:0000003								sp.	VEN	domestic	breed	exotic from Peru	local
UBO:0001932	National Genatic	Yemen	National Genatic-Yemen [Ass]		Ass	Ass	UBO:0000003									YEM				local
UBO:0001933	Qirmani	Yemen	Qirmani-Yemen [Ass]		Ass	Ass	UBO:0000003	Qaramani								YEM	domestic	breed	small local type	local
UBO:0001934	Sibiani	Yemen	Sibiani-Yemen [Ass]		Ass	Ass	UBO:0000003	Subyani								YEM	domestic	breed	of Sudanese origin	local
UBO:0001935	Kazakh Bactrian	Kazakhstan	Kazakh Bactrian-Kazakhstan [Kazakh Bactrian (Bactrian camel)]	Kazakh Bactrian	Bactrian camel	Kazakh Bactrian (Bactrian camel)	UBO:0000063								Eng.	KAZ	domestic	breed		international
UBO:0001936	Kazakh Bactrian	Kyrgyzstan	Kazakh Bactrian-Kyrgyzstan [Kazakh Bactrian (Bactrian camel)]	Kazakh Bactrian	Bactrian camel	Kazakh Bactrian (Bactrian camel)	UBO:0000063								eng.	KGZ	domestic	breed		international
UBO:0001937	Kazakh Bactrian	Russian Federation	Kazakh Bactrian-Russian Federation [Kazakh Bactrian (Bactrian camel)]	Kazakh Bactrian	Bactrian camel	Kazakh Bactrian (Bactrian camel)	UBO:0000063								eng.	RUS	domestic	breed		international
UBO:0001938	Mongolian Bactrian	Kazakhstan	Mongolian Bactrian-Kazakhstan [Mongolian Bactrian (Bactrian camel)]	Mongolian Bactrian	Bactrian camel	Mongolian Bactrian (Bactrian camel)	UBO:0000064								eng.	KAZ	domestic	breed		international
UBO:0001939	Mongolian Bactrian	Mongolia	Mongolian Bactrian-Mongolia [Mongolian Bactrian (Bactrian camel)]	Mongolian Bactrian	Bactrian camel	Mongolian Bactrian (Bactrian camel)	UBO:0000064	Mongol Temee							eng.	MNG	Domestic	Breed		international
UBO:0001940	Tukhum Tungalagin khuren	Mongolia	Tukhum Tungalagin khuren-Mongolia [Mongolian Bactrian (Bactrian camel)]	Mongolian Bactrian	Bactrian camel	Mongolian Bactrian (Bactrian camel)	UBO:0000064								en	MNG	Domestic	Breed	This breed was created through a selective breeding of local population reared under pastoral herding	international
UBO:0001941	Mongolian Bactrian	Russian Federation	Mongolian Bactrian-Russian Federation [Mongolian Bactrian (Bactrian camel)]	Mongolian Bactrian	Bactrian camel	Mongolian Bactrian (Bactrian camel)	UBO:0000064								eng.	RUS	domestic	breed		international
UBO:0001942	Bactrian	Azerbaijan	Bactrian-Azerbaijan [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004									AZE	domestic	breed		local
UBO:0001943	Alxa	China	Alxa-China [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								chin	CHN	domestic	breed		local
UBO:0001944	Qinghai	China	Qinghai-China [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								chin	CHN	domestic	breed		local
UBO:0001945	Sonid	China	Sonid-China [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								Chin	CHN	domestic	breed		local
UBO:0001946	Xinjiang Junggar	China	Xinjiang Junggar-China [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								chin	CHN				local
UBO:0001947	Xinjiang Tarim	China	Xinjiang Tarim-China [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								chin	CHN	domestic	breed		local
UBO:0001948	Camello Canario	Spain	Camello Canario-Spain [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								sp	ESP				local
UBO:0001949	Indian Bactrian	India	Indian Bactrian-India [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								eng.	IND	domestic	breed		local
UBO:0001950	Bactrian	Iran (Islamic Republic of)	Bactrian-Iran (Islamic Republic of) [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004									IRN	domestic	species		local
UBO:0001951	Kalmyk Bactrian	Kazakhstan	Kalmyk Bactrian-Kazakhstan [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								eng.	KAZ	domestic	breed	The breed is considered an improved breed and has been created by crossing the best camels of the Mongolian and the Kazakh breed. This composite has been further selected by the Kazakh nomads in the 16th - 17th century in the Astrakhan, Orenburg, Omsk, Volgograd regions of the Zarist Russia on height, massiveness and body weight.	local
UBO:0001952	Galbin goviin ulaan	Mongolia	Galbin goviin ulaan-Mongolia [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								en	MNG	Domestic	Breed	Approved in 2016	local
UBO:0001953	Khanin khetsiin khuren	Mongolia	Khanin khetsiin khuren-Mongolia [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								En	MNG	Domestic	Breed	This breed was approved in 2016	local
UBO:0001954	Lamiin gegeenii ulaan	Mongolia	Lamiin gegeenii ulaan-Mongolia [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								en	MNG				local
UBO:0001955	Kalmutskaya	Russian Federation	Kalmutskaya-Russian Federation [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004								ru.	RUS	domestic	breed		local
UBO:0001956	Bactrian	Uzbekistan	Bactrian-Uzbekistan [Bactrian camel]		Bactrian camel	Bactrian camel	UBO:0000004									UZB	domestic	species		local
UBO:0001957	Anadolu MandasÄ±	Turkey	Anadolu MandasÄ±-Turkey [Anatolian Water Buffalo (Buffalo)]	Anatolian Water Buffalo	Buffalo	Anatolian Water Buffalo (Buffalo)	UBO:0000065	CamÄ±z|Dombay|CamÄ±ÅŸ|KÃ¶mÃ¼ÅŸ							tur.	TUR	domestic	breed		local
UBO:0001958	Arni	India	Arni-India [Arni (Buffalo)]	Arni	Buffalo	Arni (Buffalo)	UBO:0000066	Indian Wild Buffalo								IND	wild	species	origin of domestic buffalo	regional
UBO:0001959	Arna	Nepal	Arna-Nepal [Arni (Buffalo)]	Arni	Buffalo	Arni (Buffalo)	UBO:0000066	Indian Wild Buffalo							nep.	NPL	wild	species	origin of domestic buffalo	regional
UBO:0001960	Borneo Buffalo	Malaysia	Borneo Buffalo-Malaysia [Borneo Buffalo (Buffalo)]	Borneo Buffalo	Buffalo	Borneo Buffalo (Buffalo)	UBO:0000067	Kerbau Sawah							eng.	MYS	domestic	breed	Indigenous breed	regional
UBO:0001961	buffle locale ou sauvage	Gabon	buffle locale ou sauvage-Gabon [buffalo (Buffalo)]	buffalo	Buffalo	buffalo (Buffalo)	UBO:0000068								fr	GAB				local
UBO:0001962	Buffalypso	Guyana	Buffalypso-Guyana [Buffalypso (Buffalo)]	Buffalypso	Buffalo	Buffalypso (Buffalo)	UBO:0000069									GUY	domestic	breed	imported from Trinidad	regional
UBO:0001963	Buffalypso	Trinidad and Tobago	Buffalypso-Trinidad and Tobago [Buffalypso (Buffalo)]	Buffalypso	Buffalo	Buffalypso (Buffalo)	UBO:0000069								eng.	TTO	domestic	breed	composite of Murrah, Surti, Jafarabadi, Nili and Bhadawari (all imported 1900-1949)	regional
UBO:0001964	Caucasian	Georgia	Caucasian-Georgia [Caucasian (Buffalo)]	Caucasian	Buffalo	Caucasian (Buffalo)	UBO:0000070	Azerbaijan							eng.	GEO	domestic	breed		regional
UBO:0001965	Caucasian	Russian Federation	Caucasian-Russian Federation [Caucasian (Buffalo)]	Caucasian	Buffalo	Caucasian (Buffalo)	UBO:0000070	Azerbaijan							eng.	RUS	domestic	breed	indigenous	regional
