vbo_id	term_label	to_be_ignored	breed_name_to_be_used_for_label	species_to_be_used_for_label	internal_term_merge_indicator_vboid_into_vboid	internal_date_and_issue_separated_by_pipe_yymmdd_dash_issue	gh_issue_NOT_merge_obsolete	parent_ID	source_for_parents	source_for_parents	parent_ID	source_for_parents	source_for_parents	most_common_name	synonym_type_most_common_name	source_for_most_common_name	source_for_most_common_name	synonym_dadis_name_not_used_in_label	source_for_synonym_dadis	source_for_synonym_dadis	synonym_1	source_for_synonym_1	source_for_synonym_1	synonym_2	source_for_synonym_2	source_for_synonym_2	synonym_3	source_for_synonym_3	source_for_synonym_3	synonym_4	source_for_synonym_4	source_for_synonym_4	synonym_5	source_for_synonym_5	source_for_synonym_5	synonym_label_from_merged_term	source_for_merged_term	Breed_code_1	all_source_for_breed_code_1_separated_by_pipe	all_source_for_breed_code_1_separated_by_pipe	Breed_code_2	all_source_for_breed_code_2_separated_by_pipe	all_source_for_breed_code_2_separated_by_pipe	definition 	definition_xref	definition_xref	xref1	source_for_xref1	source_for_xref1	xref2	source_for_xref2	source_for_xref2	omia_xref_internal	recognition_status_1	source_for_recognition_status_1	source_for_recognition_status_1	recognition_status_2	source_for_recognition_status_2	source_for_recognition_status_2	recognition_status_3	source_for_recognition_status_3	source_for_recognition_status_3	source_for_breed	source_for_breed	contributors	contributors	comment	general_comment	comment_from_obsoletion	description_of_origin	source_for_description_of_origin	source_for_description_of_origin	domestication_status	source_for_domestication_status	wikidata_link_for_the_country_exists_in_country_subclass	source_for_country_subclass	source_for_country_subclass	obsoletion_type	obsolete	replacement_term	replacement_label	comment	GH_issue	obsolescence_reason	curator_note	dadis_name	dadis_species_name	dadis_country	dadis_iso3_code	in_subset_transboundary
VBO:0017358	Santa Inês (Sheep)		Santa Inês	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000609	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Santa Inês	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000609																																															LBO:0000609	https://orcid.org/0000-0002-9178-3965																									
VBO:0017359	Sar Planina (Sheep)		Sar Planina	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000611	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sar Planina	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000611																																															LBO:0000611	https://orcid.org/0000-0002-9178-3965																									
VBO:0017360	Sardinian (Sheep)		Sardinian	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000610	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sardinian	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000610																																															LBO:0000610	https://orcid.org/0000-0002-9178-3965																									
VBO:0017361	Sicilian Barbary (Sheep)		Sicilian Barbary	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000615	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sicilian Barbary	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000615																																															LBO:0000615	https://orcid.org/0000-0002-9178-3965																									
VBO:0017362	Sopravissana (Sheep)		Sopravissana	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000619	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Sopravissana	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000619																																															LBO:0000619	https://orcid.org/0000-0002-9178-3965																									
VBO:0017363	South African Merino (Sheep)		South African Merino	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000620	VBO:0400000		https://orcid.org/0000-0002-9178-3965	South African Merino	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000620																																															LBO:0000620	https://orcid.org/0000-0002-9178-3965																									
VBO:0017364	South Wales Mountain (Sheep)		South Wales Mountain	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000625	VBO:0400000		https://orcid.org/0000-0002-9178-3965	South Wales Mountain	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000625																																															LBO:0000625	https://orcid.org/0000-0002-9178-3965																									
VBO:0017365	Spaelsau (Sheep)		Spaelsau	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000626	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Spaelsau	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000626																																															LBO:0000626	https://orcid.org/0000-0002-9178-3965																									
VBO:0017366	Spanish Assaf (Sheep)		Spanish Assaf	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0001062	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Spanish Assaf	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001062																																															LBO:0001062	https://orcid.org/0000-0002-9178-3965																									
VBO:0017367	Spanish Churra (Sheep)		Spanish Churra	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000704	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Spanish Churra	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000704																																															LBO:0000704	https://orcid.org/0000-0002-9178-3965																									
VBO:0017368	Steinschaf (Sheep)		Steinschaf	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000630	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Steinschaf	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000630																																															LBO:0000630	https://orcid.org/0000-0002-9178-3965																									
VBO:0017369	Swaledale (Sheep)		Swaledale	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000634	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Swaledale	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000634																																															LBO:0000634	https://orcid.org/0000-0002-9178-3965																									
VBO:0017370	Swiss Black-Brown Mountain (Sheep)		Swiss Black-Brown Mountain	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000636	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Swiss Black-Brown Mountain	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000636																																															LBO:0000636	https://orcid.org/0000-0002-9178-3965																									
VBO:0017371	Swiss White Alpine (Sheep)		Swiss White Alpine	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0001065	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Swiss White Alpine	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001065																																															LBO:0001065	https://orcid.org/0000-0002-9178-3965																									
VBO:0017372	Thalli (Sheep)		Thalli	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000641	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Thalli	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000641																																															LBO:0000641	https://orcid.org/0000-0002-9178-3965																									
VBO:0017373	Tong (Sheep)		Tong	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000642	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Tong	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000642																																															LBO:0000642	https://orcid.org/0000-0002-9178-3965																									
VBO:0017374	Tsurcana (Sheep)		Tsurcana	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000644	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Tsurcana	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000644																																															LBO:0000644	https://orcid.org/0000-0002-9178-3965																									
VBO:0017375	Tunis (Sheep)		Tunis	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000645	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Tunis	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000645																																															LBO:0000645	https://orcid.org/0000-0002-9178-3965																									
VBO:0017376	Turkgeldi (Sheep)		Turkgeldi	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000647	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Turkgeldi	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000647																																															LBO:0000647	https://orcid.org/0000-0002-9178-3965																									
VBO:0017377	Ujumqin (Sheep)		Ujumqin	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000650	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ujumqin	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000650																																															LBO:0000650	https://orcid.org/0000-0002-9178-3965																									
VBO:0017378	Ushant (Sheep)		Ushant	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000651	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Ushant	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000651																																															LBO:0000651	https://orcid.org/0000-0002-9178-3965																									
VBO:0017379	Valle del Belice (Sheep)		Valle del Belice	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0001075	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Valle del Belice	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001075																																															LBO:0001075	https://orcid.org/0000-0002-9178-3965																									
VBO:0017380	Walachenschaf (Sheep)		Walachenschaf	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000655	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Walachenschaf	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000655																																															LBO:0000655	https://orcid.org/0000-0002-9178-3965																									
VBO:0017381	Wallis Country Sheep (Sheep)		Wallis Country Sheep	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000656	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Wallis Country Sheep	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000656																																															LBO:0000656	https://orcid.org/0000-0002-9178-3965																									
VBO:0017382	Waziri (Sheep)		Waziri	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000657	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Waziri	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000657																																															LBO:0000657	https://orcid.org/0000-0002-9178-3965																									
VBO:0017383	Weisse Hornlose Heidschnucke (Sheep)		Weisse Hornlose Heidschnucke	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000658	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Weisse Hornlose Heidschnucke	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000658																																															LBO:0000658	https://orcid.org/0000-0002-9178-3965																									
VBO:0017384	Welsh Mountain (Sheep)		Welsh Mountain	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000660	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Welsh Mountain	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000660																																															LBO:0000660	https://orcid.org/0000-0002-9178-3965																									
VBO:0017385	White Horned Heath Sheep (Sheep)		White Horned Heath Sheep	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000664	VBO:0400000		https://orcid.org/0000-0002-9178-3965	White Horned Heath Sheep	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000664																																															LBO:0000664	https://orcid.org/0000-0002-9178-3965																									
VBO:0017386	White Suffolk (Sheep)		White Suffolk	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000666	VBO:0400000		https://orcid.org/0000-0002-9178-3965	White Suffolk	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000666																																															LBO:0000666	https://orcid.org/0000-0002-9178-3965																									
VBO:0017387	Xalda (Sheep)		Xalda	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000670	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Xalda	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000670																																															LBO:0000670	https://orcid.org/0000-0002-9178-3965																									
VBO:0017388	Xaxi Ardia (Sheep)		Xaxi Ardia	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000671	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Xaxi Ardia	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000671																																															LBO:0000671	https://orcid.org/0000-0002-9178-3965																									
VBO:0017389	Xinjiang Finewool (Sheep)		Xinjiang Finewool	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000672	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Xinjiang Finewool	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000672																																															LBO:0000672	https://orcid.org/0000-0002-9178-3965																									
VBO:0017390	Yankasa (Sheep)		Yankasa	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000673	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yankasa	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000673																																															LBO:0000673	https://orcid.org/0000-0002-9178-3965																									
VBO:0017391	Yemen White (Sheep)		Yemen White	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000675	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yemen White	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000675																																															LBO:0000675	https://orcid.org/0000-0002-9178-3965																									
VBO:0017392	Yemeni (Sheep)		Yemeni	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000674	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yemeni	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000674																																															LBO:0000674	https://orcid.org/0000-0002-9178-3965																									
VBO:0017393	Yunnan Semifinewool (Sheep)		Yunnan Semifinewool	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000678	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Yunnan Semifinewool	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000678																																															LBO:0000678	https://orcid.org/0000-0002-9178-3965																									
VBO:0017394	Zaghawa (Sheep)		Zaghawa	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000679	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zaghawa	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000679																																															LBO:0000679	https://orcid.org/0000-0002-9178-3965																									
VBO:0017395	Zagoria (Sheep)		Zagoria	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000680	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zagoria	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000680																																															LBO:0000680	https://orcid.org/0000-0002-9178-3965																									
VBO:0017396	Zaire Long-Legged (Sheep)		Zaire Long-Legged	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000682	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zaire Long-Legged	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000682																																															LBO:0000682	https://orcid.org/0000-0002-9178-3965																									
VBO:0017397	Zakynthos (Sheep)		Zakynthos	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000683	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zakynthos	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000683																																															LBO:0000683	https://orcid.org/0000-0002-9178-3965																									
VBO:0017398	Zel (Sheep)		Zel	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000685	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zel	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000685																																															LBO:0000685	https://orcid.org/0000-0002-9178-3965																									
VBO:0017399	Zelazna (Sheep)		Zelazna	Sheep		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9940		LBO:0000686	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zelazna	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000686																																															LBO:0000686	https://orcid.org/0000-0002-9178-3965																									
VBO:0017400	Allmogekor (Cattle)		Allmogekor	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000008	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Allmogekor	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000008|ISBN:9781789241532|ISBN:9781845934668				Bohuskulla	ISBN:9781789241532|ISBN:9781845934668	Ringamåla	ISBN:9781789241532|ISBN:9781845934668	Väne	ISBN:9781789241532																																						LBO:0000008|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965					Old local type, inc. Bohuskulla, Ringamåla, Väne / [= peasant or village cow] / nearly extinct.		ISBN:9781789241532																		
VBO:0017401	American (Cattle)		American	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000009	VBO:0400000		https://orcid.org/0000-0002-9178-3965	American	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000009|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0000009|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965					Orig. 1948–1974 by Art Jones, Cactus Road, Portales; Brahman (1/2), Charolais (1/4), bison (1/8), Hereford (1/16), Shorthorn (1/16) / BS [Breed Society] 1971.		ISBN:9781789241532																		
VBO:0017402	Amerifax (Cattle)		Amerifax	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000011	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Amerifax	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000011|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0000011|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017403	Belgian Red (Cattle)		Belgian Red	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000043	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Belgian Red	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000043|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0000043|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017404	Berrendas (Cattle)		Berrendas	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000048	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Berrendas	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000048|ISBN:9781789241532																																															LBO:0000048|ISBN:9781789241532	https://orcid.org/0000-0002-9178-3965																									
VBO:0017405	Brahmousin (Cattle)		Brahmousin	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000059	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Brahmousin	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000059|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0000059|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017406	Cattle crossbreed (Cattle)		Cattle crossbreed	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0001036	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Cattle crossbreed	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001036																																															LBO:0001036	https://orcid.org/0000-0002-9178-3965																									
VBO:0017407	Channi (Cattle)		Channi	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000071	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Channi	http://purl.obolibrary.org/obo/vbo#most_common_name	https://cattleinternationalseries.weebly.com/international-breeds-list.html|https://breeds.okstate.edu/cattle/channi-cattle.html	LBO:0000071																																														https://cattleinternationalseries.weebly.com/international-breeds-list.html|https://breeds.okstate.edu/cattle/channi-cattle.html	LBO:0000071	https://orcid.org/0000-0002-9178-3965																									
VBO:0017408	Damascus (Cattle)		Damascus	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000081	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Damascus	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000081|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0000081|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017409	Finnish (Cattle)		Finnish	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000102	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Finnish	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000102|ISBN:9781789241532																																															LBO:0000102|ISBN:9781789241532	https://orcid.org/0000-0002-9178-3965																									
VBO:0017410	German Red Pied (Cattle)		German Red Pied	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000112	VBO:0400000		https://orcid.org/0000-0002-9178-3965	German Red Pied	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000112|ISBN:9781789241532|ISBN:9781845934668				Red Pied Lowland	ISBN:9781789241532	Red-and-White Lowland	ISBN:9781789241532	Rotbuntes Niederungsvieh	ISBN:9781789241532																																						LBO:0000112|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017411	Rath (Cattle)		Rath	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000212	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Rath	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000212|ISBN:9781789241532																																															LBO:0000212|ISBN:9781789241532	https://orcid.org/0000-0002-9178-3965																									
VBO:0017412	RX3 (Cattle)		RX3	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000228	VBO:0400000		https://orcid.org/0000-0002-9178-3965	RX3	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000228|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0000228|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017413	Salorn (Cattle)		Salorn	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000231	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Salorn	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000231|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0000231|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017414	Texon (Cattle)		Texon	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000254	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Texon	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000254|ISBN:9781789241532																																															LBO:0000254|ISBN:9781789241532	https://orcid.org/0000-0002-9178-3965																									
VBO:0017415	Tropical Composite (Cattle)		Tropical Composite	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0000949	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Tropical Composite	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0000949|PMID:22494672																																															LBO:0000949|PMID:22494672	https://orcid.org/0000-0002-9178-3965																									
VBO:0017416	Vrindavani (Cattle)		Vrindavani	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0001099	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Vrindavani	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001099|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0001099|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017417	Zebu (Cattle)		Zebu	Cattle		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9913		LBO:0001097	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Zebu	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001097|ISBN:9781789241532|ISBN:9781845934668																																															LBO:0001097|ISBN:9781789241532|ISBN:9781845934668	https://orcid.org/0000-0002-9178-3965																									
VBO:0017418	Baheij (Chicken)		Baheij	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0000281	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Baheij	http://purl.obolibrary.org/obo/vbo#most_common_name	http://dagris.ilri.cgiar.org/node/2724	LBO:0000281																																														http://dagris.ilri.cgiar.org/node/2724	LBO:0000281	https://orcid.org/0000-0002-9178-3965																									
VBO:0017419	Chicken crossbreed (Chicken)		Chicken crossbreed	Chicken		240514-128	https://github.com/monarch-initiative/vertebrate-breed-ontology/issues/128	NCBITaxon:9031		LBO:0001037	VBO:0400000		https://orcid.org/0000-0002-9178-3965	Chicken crossbreed	http://purl.obolibrary.org/obo/vbo#most_common_name		LBO:0001037																																															LBO:0001037	https://orcid.org/0000-0002-9178-3965																									
