vbo_id	term_label	LBO ID	source_for_xref1	LBO name	LBO ID	LBO synonyms	LBO ID	description_of_origin	source_for_description_of_origin
VBO:0000769	Golden Guernsey (Goat)	LBO:0000983	https://orcid.org/0000-0002-5002-8648	Golden Guernsey	LBO:0000983				
VBO:0000771	Grisons Striped (Goat)	LBO:0000984	https://orcid.org/0000-0002-5002-8648	Grisons Striped	LBO:0000984				
VBO:0000777	Irish Goat (Goat)	LBO:0000994	https://orcid.org/0000-0002-5002-8648	Irish Goat	LBO:0000994				
VBO:0000782	Kalahari Red (Goat)	LBO:0001092	https://orcid.org/0000-0002-5002-8648	Kalahari Red	LBO:0001092				
VBO:0000783	Kamori (Goat)	LBO:0000997	https://orcid.org/0000-0002-5002-8648	Kamori	LBO:0000997				
VBO:0000787	Kiko (Goat)	LBO:0000998	https://orcid.org/0000-0002-5002-8648	Kiko	LBO:0000998				
VBO:0000790	Kurdi (Goat)	LBO:0001119	https://orcid.org/0000-0002-9178-3965	Markhoz	LBO:0001119			Indigenous Iranian breed raised for meat, milk, and fiber (mohair).	LBO:0001119
VBO:0000792	Lamancha (Goat)	LBO:0001000	https://orcid.org/0000-0002-5002-8648	LaMancha	LBO:0001000				
VBO:0000800	Massif Central (Goat)	LBO:0001057	https://orcid.org/0000-0002-5002-8648	Massif Central	LBO:0001057				
VBO:0000807	Murcia-Granada (Goat)	LBO:0001003	https://orcid.org/0000-0002-5002-8648	Murcia-Granada	LBO:0001003				
VBO:0000809	Myotonic (Goat)	LBO:0001004	https://orcid.org/0000-0002-5002-8648	Myotonic	LBO:0001004	Tennessee fainting goat|Wooden Leg	LBO:0001004		
VBO:0000811	Nigerian Dwarf (Goat)	LBO:0001006	https://orcid.org/0000-0002-5002-8648	Nigerian Dwarf	LBO:0001006				
VBO:0000813	Oberhasli (Goat)	LBO:0001008	https://orcid.org/0000-0002-5002-8648	Oberhasli	LBO:0001008				
VBO:0000818	Peacock Goat (Goat)	LBO:0001009	https://orcid.org/0000-0002-5002-8648	Peacock Goat	LBO:0001009				
VBO:0000820	Poitou (Goat)	LBO:0001011	https://orcid.org/0000-0002-5002-8648	Poitou	LBO:0001011				
VBO:0000822	Pyrenean (Goat)	LBO:0001013	https://orcid.org/0000-0002-5002-8648	Pyrenean	LBO:0001013				
VBO:0000825	Rove (Goat)	LBO:0001060	https://orcid.org/0000-0002-5002-8648	Rove	LBO:0001060				
VBO:0000827	Saanen (Goat)	LBO:0001017	https://orcid.org/0000-0002-5002-8648	Saanen	LBO:0001017				
VBO:0000828	Sahelian (Goat)	LBO:0001018	https://orcid.org/0000-0002-5002-8648	Sahelian	LBO:0001018				
VBO:0000829	San Clemente (Goat)	LBO:0001019	https://orcid.org/0000-0002-5002-8648	San Clemente	LBO:0001019				
VBO:0000830	Savanna (Goat)	LBO:0001091	https://orcid.org/0000-0002-5002-8648	Savanna	LBO:0001091				
VBO:0000836	Somali (Goat)	LBO:0001020	https://orcid.org/0000-0002-5002-8648	Somali	LBO:0001020				
VBO:0000838	Spanish (Goat)	LBO:0001021	https://orcid.org/0000-0002-5002-8648	Spanish	LBO:0001021				
VBO:0000846	Toggenburg (Goat)	LBO:0001026	https://orcid.org/0000-0002-5002-8648	Toggenburg	LBO:0001026				
VBO:0000849	Valais Blackneck (Goat)	LBO:0001027	https://orcid.org/0000-0002-5002-8648	Valais Blackneck	LBO:0001027				
VBO:0000850	Verata (Goat)	LBO:0001028	https://orcid.org/0000-0002-5002-8648	Verata	LBO:0001028				
VBO:0000854	West African Dwarf (Goat)	LBO:0001029	https://orcid.org/0000-0002-5002-8648	West African Dwarf	LBO:0001029				
VBO:0000856	White Shorthaired Goat (Goat)	LBO:0001030	https://orcid.org/0000-0002-5002-8648	White Shorthaired Goat	LBO:0001030				
VBO:0000894	Akhal-Teke (Horse)	LBO:0000715	https://orcid.org/0000-0002-5002-8648	Akhal Teke	LBO:0000715				
VBO:0000895	Altai (Horse)	LBO:0000717	https://orcid.org/0000-0002-5002-8648	Altai	LBO:0000717				
VBO:0000896	American Miniature Horse (Horse)	LBO:0000837	https://orcid.org/0000-0002-5002-8648	Miniature	LBO:0000837				
VBO:0000897	American Paint (Horse)	LBO:0000861	https://orcid.org/0000-0002-5002-8648	Paint	LBO:0000861				
VBO:0000899	Standardbred (Horse)	LBO:0000900	https://orcid.org/0000-0002-5002-8648	Standardbred	LBO:0000900				
VBO:0000900	Andalusian (Horse)	LBO:0000721	https://orcid.org/0000-0002-5002-8648	Andalusian	LBO:0000721				
VBO:0000902	Anglo-Kabarda (Horse)	LBO:0000723	https://orcid.org/0000-0002-5002-8648	Anglo-Kabarda	LBO:0000723				
VBO:0000904	Appaloosa (Horse)	LBO:0000724	https://orcid.org/0000-0002-5002-8648	Appaloosa	LBO:0000724				
VBO:0000905	Arab (Horse)	LBO:0000726	https://orcid.org/0000-0002-5002-8648	Arabian	LBO:0000726				
VBO:0000907	Ardennes (Horse)	LBO:0000727	https://orcid.org/0000-0002-5002-8648	Ardennes	LBO:0000727				
VBO:0000908	Argentine Criollo (Horse)	LBO:0000728	https://orcid.org/0000-0002-5002-8648	Argentine Criollo	LBO:0000728				
VBO:0000910	Azteca (Horse)	LBO:0000732	https://orcid.org/0000-0002-5002-8648	Azteca	LBO:0000732				
VBO:0000912	Barb (Horse)	LBO:0000737	https://orcid.org/0000-0002-5002-8648	Barb	LBO:0000737				
VBO:0000913	Bashkir Curly (Horse)	LBO:0000739	https://orcid.org/0000-0002-5002-8648	Bashkir Curly	LBO:0000739				
VBO:0000917	Belgian Warmblood (Horse)	LBO:0000936	https://orcid.org/0000-0002-5002-8648	Belgian Warmblood	LBO:0000936				
VBO:0000918	Bhotia Pony (Horse)	LBO:0000743	https://orcid.org/0000-0002-5002-8648	Bhotia Pony	LBO:0000743				
VBO:0000919	Boer (Horse)	LBO:0000745	https://orcid.org/0000-0002-5002-8648	Boer	LBO:0000745				
VBO:0000925	Breton (Horse)	LBO:0000746	https://orcid.org/0000-0002-5002-8648	Breton	LBO:0000746				
VBO:0000927	Budyonny (Horse)	LBO:0000748	https://orcid.org/0000-0002-5002-8648	Budyonny	LBO:0000748				
VBO:0000928	Camargue (Horse)	LBO:0000750	https://orcid.org/0000-0002-5002-8648	Camargue	LBO:0000750				
VBO:0000929	Canadian (Horse)	LBO:0000752	https://orcid.org/0000-0002-5002-8648	Canadian	LBO:0000752				
VBO:0000930	Caspian (Horse)	LBO:0000754	https://orcid.org/0000-0002-5002-8648	Caspian	LBO:0000754				
VBO:0000933	Cleveland Bay (Horse)	LBO:0000759	https://orcid.org/0000-0002-5002-8648	Cleveland Bay	LBO:0000759				
VBO:0000934	Clydesdale (Horse)	LBO:0000760	https://orcid.org/0000-0002-5002-8648	Clydesdale	LBO:0000760				
VBO:0000936	Comtois (Horse)	LBO:0000953	https://orcid.org/0000-0002-5002-8648	Comtois	LBO:0000953				
VBO:0000937	Connemara Pony (Horse)	LBO:0000762	https://orcid.org/0000-0002-5002-8648	Connemara Pony	LBO:0000762				
VBO:0000949	Dartmoor Pony (Horse)	LBO:0000767	https://orcid.org/0000-0002-5002-8648	Dartmoor Pony	LBO:0000767				
VBO:0000951	Dongola (Horse)	LBO:0000771	https://orcid.org/0000-0002-5002-8648	Dongola	LBO:0000771				
VBO:0000952	Dutch Warmblood (Horse)	LBO:0000774	https://orcid.org/0000-0002-5002-8648	Dutch Warmblood	LBO:0000774				
VBO:0000955	Estonian Native Horse (Horse)	LBO:0000778	https://orcid.org/0000-0002-5002-8648	Estonian Native	LBO:0000778				
VBO:0000956	Exmoor Pony (Horse)	LBO:0000779	https://orcid.org/0000-0002-5002-8648	Exmoor Pony	LBO:0000779				
VBO:0000957	Falabella Pony (Horse)	LBO:0000781	https://orcid.org/0000-0002-5002-8648	Falabella	LBO:0000781				
VBO:0000958	Fell Pony (Horse)	LBO:0000782	https://orcid.org/0000-0002-5002-8648	Fell Pony	LBO:0000782				
VBO:0000959	Finnhorse (Horse)	LBO:0000783	https://orcid.org/0000-0002-5002-8648	Finnhorse	LBO:0000783				
VBO:0000964	Frederiksborg Horse (Horse)	LBO:0000786	https://orcid.org/0000-0002-5002-8648	Frederiksborg	LBO:0000786				
VBO:0000965	Freiberger (Horse)	LBO:0000946	https://orcid.org/0000-0002-5002-8648	Freiberger	LBO:0000946				
VBO:0000967	French Saddlebred (Horse)	LBO:0000787	https://orcid.org/0000-0002-5002-8648	French Saddlebred	LBO:0000787				
VBO:0000968	French Trotter (Horse)	LBO:0000788	https://orcid.org/0000-0002-5002-8648	French Trotter	LBO:0000788				
VBO:0000969	Friesian (Horse)	LBO:0000789	https://orcid.org/0000-0002-5002-8648	Friesian	LBO:0000789				
VBO:0000973	Gidran (Horse)	LBO:0000793	https://orcid.org/0000-0002-5002-8648	Gidran	LBO:0000793				
VBO:0000976	Hackney (Horse)	LBO:0000798	https://orcid.org/0000-0002-5002-8648	Hackney	LBO:0000798				
VBO:0000978	Haflinger (Horse)	LBO:0000799	https://orcid.org/0000-0002-5002-8648	Haflinger	LBO:0000799				
VBO:0000979	Hanoverian (Horse)	LBO:0000800	https://orcid.org/0000-0002-5002-8648	Hanoverian	LBO:0000800				
VBO:0000982	Highland Pony (Horse)	LBO:0000802	https://orcid.org/0000-0002-5002-8648	Highland Pony	LBO:0000802				
VBO:0000986	Holsteiner (Horse)	LBO:0000804	https://orcid.org/0000-0002-5002-8648	Holsteiner	LBO:0000804				
VBO:0000991	Icelandic Horse (Horse)	LBO:0000807	https://orcid.org/0000-0002-5002-8648	Icelandic	LBO:0000807				
VBO:0000993	Irish Draught (Horse)	LBO:0000809	https://orcid.org/0000-0002-5002-8648	Irish Draught	LBO:0000809				
VBO:0000999	Kabarda (Horse)	LBO:0000812	https://orcid.org/0000-0002-5002-8648	Kabarda	LBO:0000812				
VBO:0001001	Karabair (Horse)	LBO:0000813	https://orcid.org/0000-0002-5002-8648	Karabair	LBO:0000813				
VBO:0001002	Karabakh (Horse)	LBO:0000814	https://orcid.org/0000-0002-5002-8648	Karabakh	LBO:0000814				
VBO:0001004	Kazakh (Horse)	LBO:0000815	https://orcid.org/0000-0002-5002-8648	Kazakh	LBO:0000815				
VBO:0001005	Kerry Bog Pony (Horse)	LBO:0000816	https://orcid.org/0000-0002-5002-8648	Kerry Bog Pony	LBO:0000816				
VBO:0001007	Kladruby (Horse)	LBO:0000821	https://orcid.org/0000-0002-5002-8648	Kladruby	LBO:0000821				
VBO:0001014	Lipizzan horse (Horse)	LBO:0000827	https://orcid.org/0000-0002-5002-8648	Lipizzan	LBO:0000827	Lipizzaner	LBO:0000827		
VBO:0001017	Lusitanian (Horse)	LBO:0000830	https://orcid.org/0000-0002-5002-8648	Lusitano	LBO:0000830				
VBO:0001018	Mangalarga (Horse)	LBO:0000832	https://orcid.org/0000-0002-5002-8648	Mangalarga	LBO:0000832				
VBO:0001020	Merens Pony (Horse)	LBO:0000835	https://orcid.org/0000-0002-5002-8648	Mérens Pony	LBO:0000835				
VBO:0001021	Mongolian (Horse)	LBO:0000841	https://orcid.org/0000-0002-5002-8648	Mongolian	LBO:0000841				
VBO:0001022	Morgan (Horse)	LBO:0000843	https://orcid.org/0000-0002-5002-8648	Morgan	LBO:0000843				
VBO:0001025	Mustang (Horse)	LBO:0000845	https://orcid.org/0000-0002-5002-8648	Mustang	LBO:0000845				
VBO:0001026	New Forest Pony (Horse)	LBO:0000848	https://orcid.org/0000-0002-5002-8648	New Forest Pony	LBO:0000848				
VBO:0001028	Nooitgedacht Pony (Horse)	LBO:0000852	https://orcid.org/0000-0002-5002-8648	Nooitgedacht Pony	LBO:0000852				
VBO:0001030	Noric (Horse)	LBO:0000853	https://orcid.org/0000-0002-5002-8648	Noric	LBO:0000853				
VBO:0001034	Oldenburg (Horse)	LBO:0000859	https://orcid.org/0000-0002-5002-8648	Oldenburg	LBO:0000859				
VBO:0001036	Orlov Trotter (Horse)	LBO:0000860	https://orcid.org/0000-0002-5002-8648	Orlov Trotter	LBO:0000860				
VBO:0001037	Palomino (Horse)	LBO:0000862	https://orcid.org/0000-0002-5002-8648	Palomino	LBO:0000862				
VBO:0001040	Paso Fino (Horse)	LBO:0000864	https://orcid.org/0000-0002-5002-8648	Paso Fino	LBO:0000864				
VBO:0001041	Percheron (Horse)	LBO:0000865	https://orcid.org/0000-0002-5002-8648	Percheron	LBO:0000865				
VBO:0001042	Peruvian Paso (Horse)	LBO:0000866	https://orcid.org/0000-0002-5002-8648	Peruvian Paso	LBO:0000866				
VBO:0001047	Polish Konik (Horse)	LBO:0000871	https://orcid.org/0000-0002-5002-8648	Polish Konik	LBO:0000871				
VBO:0001054	Pottok (Horse)	LBO:0000873	https://orcid.org/0000-0002-5002-8648	Pottok	LBO:0000873				
VBO:0001057	Quarter Horse (Horse)	LBO:0000878	https://orcid.org/0000-0002-5002-8648	Quarter Horse	LBO:0000878				
VBO:0001061	Russian Trotter (Horse)	LBO:0000884	https://orcid.org/0000-0002-5002-8648	Russian Trotter	LBO:0000884				
VBO:0001066	Shetland Pony (Horse)	LBO:0000890	https://orcid.org/0000-0002-5002-8648	Shetland Pony	LBO:0000890				
VBO:0001067	Shire (Horse)	LBO:0000891	https://orcid.org/0000-0002-5002-8648	Shire	LBO:0000891				
VBO:0001070	Skyros Pony (Horse)	LBO:0000893	https://orcid.org/0000-0002-5002-8648	Skyros Pony	LBO:0000893				
VBO:0001074	Soviet Heavy Draft (Horse)	LBO:0000896	https://orcid.org/0000-0002-5002-8648	Soviet Heavy Draft	LBO:0000896				
VBO:0001075	Suffolk (Horse)	LBO:0000902	https://orcid.org/0000-0002-5002-8648	Suffolk	LBO:0000902				
VBO:0001077	Swedish Warmblood (Horse)	LBO:0000903	https://orcid.org/0000-0002-5002-8648	Swedish Warmblood	LBO:0000903				
VBO:0001080	Tarpan (Horse)	LBO:0000905	https://orcid.org/0000-0002-5002-8648	Tarpan	LBO:0000905				
VBO:0001081	Tennessee Walking Horse (Horse)	LBO:0000907	https://orcid.org/0000-0002-5002-8648	Tennessee Walking Horse	LBO:0000907				
VBO:0001082	Tersk (Horse)	LBO:0000908	https://orcid.org/0000-0002-5002-8648	Tersk	LBO:0000908				
VBO:0001083	Thoroughbred (Horse)	LBO:0000910	https://orcid.org/0000-0002-5002-8648	Thoroughbred	LBO:0000910				
VBO:0001087	Trakehner (Horse)	LBO:0000913	https://orcid.org/0000-0002-5002-8648	Trakehner	LBO:0000913				
VBO:0001092	West African Barb (Horse)	LBO:0000920	https://orcid.org/0000-0002-5002-8648	West African Barb	LBO:0000920				
VBO:0001094	Westphalian Warmblood (Horse)	LBO:0001102	https://orcid.org/0000-0002-5002-8648	Westphalian	LBO:0001102	Westfalen	LBO:0001102		
VBO:0001106	American Landrace (Pig)	LBO:0000337	https://orcid.org/0000-0002-5002-8648	American Landrace	LBO:0000337				
VBO:0001108	Angeln Saddleback (Pig)	LBO:0000339	https://orcid.org/0000-0002-5002-8648	Angeln Saddleback	LBO:0000339				
VBO:0001112	Belgian Landrace (Pig)	LBO:0000346	https://orcid.org/0000-0002-5002-8648	Belgian Landrace	LBO:0000346				
VBO:0001113	Bentheim Black Pied (Pig)	LBO:0000347	https://orcid.org/0000-0002-5002-8648	Bentheim Black Pied	LBO:0000347				
VBO:0001114	Berkshire (Pig)	LBO:0000348	https://orcid.org/0000-0002-5002-8648	Berkshire	LBO:0000348				
VBO:0001118	British Landrace (Pig)	LBO:0000350	https://orcid.org/0000-0002-5002-8648	British Landrace	LBO:0000350				
VBO:0001120	Chester White (Pig)	LBO:0000354	https://orcid.org/0000-0002-5002-8648	Chester White	LBO:0000354				
VBO:0001124	Danish Landrace (Pig)	LBO:0000356	https://orcid.org/0000-0002-5002-8648	Danish Landrace	LBO:0000356				
VBO:0001127	Duroc (Pig)	LBO:0000358	https://orcid.org/0000-0002-5002-8648	Duroc	LBO:0000358				
VBO:0001128	Dutch Landrace (Pig)	LBO:0000359	https://orcid.org/0000-0002-5002-8648	Dutch Landrace	LBO:0000359				
VBO:0001133	Finnish Landrace (Pig)	LBO:0000361	https://orcid.org/0000-0002-5002-8648	Finnish Landrace	LBO:0000361				
VBO:0001135	French Landrace (Pig)	LBO:0000362	https://orcid.org/0000-0002-5002-8648	French Landrace	LBO:0000362				
VBO:0001138	German Landrace (Pig)	LBO:0000363	https://orcid.org/0000-0002-5002-8648	German Landrace	LBO:0000363				
VBO:0001146	Hampshire (Pig)	LBO:0000366	https://orcid.org/0000-0002-5002-8648	Hampshire	LBO:0000366				
VBO:0001147	Hereford (Pig)	LBO:0000367	https://orcid.org/0000-0002-5002-8648	Hereford	LBO:0000367				
VBO:0001159	Kunekune (Pig)	LBO:0000374	https://orcid.org/0000-0002-5002-8648	Kunekune	LBO:0000374				
VBO:0001160	Lacombe (Pig)	LBO:0000375	https://orcid.org/0000-0002-5002-8648	Lacombe	LBO:0000375				
VBO:0001161	Landrace (Pig)	LBO:0000692	https://orcid.org/0000-0002-5002-8648	Landrace	LBO:0000692				
VBO:0001162	Large Black (Pig)	LBO:0000376	https://orcid.org/0000-0002-5002-8648	Large Black	LBO:0000376				
VBO:0001163	Large White (Pig)	LBO:0000378	https://orcid.org/0000-0002-5002-8648	Large White	LBO:0000378				
VBO:0001164	Leicoma (Pig)	LBO:0000694	https://orcid.org/0000-0002-5002-8648	Leicoma	LBO:0000694				
VBO:0001169	Mangalitsa (Pig)	LBO:0000380	https://orcid.org/0000-0002-5002-8648	Mangalitsa	LBO:0000380				
VBO:0001175	Meishan (Pig)	LBO:0000381	https://orcid.org/0000-0002-5002-8648	Meishan	LBO:0000381				
VBO:0001176	Middle White (Pig)	LBO:0000382	https://orcid.org/0000-0002-5002-8648	Middle White	LBO:0000382				
VBO:0001183	Norwegian Landrace (Pig)	LBO:0000391	https://orcid.org/0000-0002-5002-8648	Norwegian Landrace	LBO:0000391				
VBO:0001189	Pietrain (Pig)	LBO:0000395	https://orcid.org/0000-0002-5002-8648	Pietrain	LBO:0000395				
VBO:0001190	Poland China (Pig)	LBO:0000396	https://orcid.org/0000-0002-5002-8648	Poland China	LBO:0000396				
VBO:0001192	Pulawska (Pig)	LBO:0000933	https://orcid.org/0000-0002-5002-8648	Pulawska	LBO:0000933				
VBO:0001193	Saddleback (Pig)	LBO:0000398	https://orcid.org/0000-0002-5002-8648	Saddleback	LBO:0000398				
VBO:0001198	Spotted (Pig)	LBO:0000399	https://orcid.org/0000-0002-5002-8648	Spots	LBO:0000399	Spotted	LBO:0000399		
VBO:0001200	Swedish Landrace (Pig)	LBO:0000401	https://orcid.org/0000-0002-5002-8648	Swedish Landrace	LBO:0000401				
VBO:0001202	Tamworth (Pig)	LBO:0000402	https://orcid.org/0000-0002-5002-8648	Tamworth	LBO:0000402				
VBO:0001205	Turopolje (Pig)	LBO:0000405	https://orcid.org/0000-0002-5002-8648	Turopolje	LBO:0000405				
VBO:0001210	Welsh (Pig)	LBO:0000407	https://orcid.org/0000-0002-5002-8648	Welsh	LBO:0000407				
VBO:0001212	Yorkshire (Pig)	LBO:0000338	https://orcid.org/0000-0002-5002-8648	Yorkshire	LBO:0000338				
VBO:0001298	Arabi (Sheep)	LBO:0000422	https://orcid.org/0000-0002-5002-8648	Arabi	LBO:0000422				
VBO:0001303	Askanian (Sheep)	LBO:0000427	https://orcid.org/0000-0002-5002-8648	Askanian	LBO:0000427				
VBO:0001304	Assaf (Sheep)	LBO:0001098	https://orcid.org/0000-0002-5002-8648	Assaf	LBO:0001098			Israeli sheep breed that is a product of crossbreeding Awassi and East Friesian; dual purpose milk and meat breed with white wool	LBO:0001098
VBO:0001308	Awassi (Sheep)	LBO:0000428	https://orcid.org/0000-0002-5002-8648	Awassi	LBO:0000428				
VBO:0001313	Baluchi (Sheep)	LBO:0000430	https://orcid.org/0000-0002-5002-8648	Baluchi	LBO:0000430				
VBO:0001315	Barbado (Sheep)	LBO:0000432	https://orcid.org/0000-0002-5002-8648	Barbado	LBO:0000432				
VBO:0001320	Barki (Sheep)	LBO:0001087	https://orcid.org/0000-0002-5002-8648	Barki	LBO:0001087			One of the main sheep breeds in Egypt, well-adapted to the desert environment.	LBO:0001087
VBO:0001322	Belclare (Sheep)	LBO:0000951	https://orcid.org/0000-0002-5002-8648	Belclare	LBO:0000951				
VBO:0001329	Bentheimer Landschaf (Sheep)	LBO:0000436	https://orcid.org/0000-0002-5002-8648	Bentheimer Landschaf	LBO:0000436				
VBO:0001331	Bergamasca (Sheep)	LBO:0000437	https://orcid.org/0000-0002-5002-8648	Bergamasca	LBO:0000437				
VBO:0001332	Berrichon Du Cher (Sheep)	LBO:0000940	https://orcid.org/0000-0002-5002-8648	Berrichon du Cher	LBO:0000940				
VBO:0001339	Blackhead Persian (Sheep)	LBO:0001069	https://orcid.org/0000-0002-5002-8648	Blackhead Persian	LBO:0001069				
VBO:0001341	Bleu Du Maine (Sheep)	LBO:0000442	https://orcid.org/0000-0002-5002-8648	Bleu du Maine	LBO:0000442				
VBO:0001344	Bluefaced Leicester (Sheep)	LBO:0000443	https://orcid.org/0000-0002-5002-8648	Bluefaced Leicester	LBO:0000443				
VBO:0001346	Booroola Merino (Sheep)	LBO:0000445	https://orcid.org/0000-0002-5002-8648	Booroola Merino	LBO:0000445				
VBO:0001347	Border Leicester (Sheep)	LBO:0000446	https://orcid.org/0000-0002-5002-8648	Border Leicester	LBO:0000446				
VBO:0001361	Castlemilk Moorit (Sheep)	LBO:0000458	https://orcid.org/0000-0002-5002-8648	Castlemilk Moorit	LBO:0000458				
VBO:0001368	Charollais (Sheep)	LBO:0000460	https://orcid.org/0000-0002-5002-8648	Charollais	LBO:0000460				
VBO:0001369	Cheviot (Sheep)	LBO:0000461	https://orcid.org/0000-0002-5002-8648	Cheviot	LBO:0000461				
VBO:0001370	Chios (Sheep)	LBO:0000462	https://orcid.org/0000-0002-5002-8648	Chios	LBO:0000462				
VBO:0001373	Clun Forest (Sheep)	LBO:0000464	https://orcid.org/0000-0002-5002-8648	Clun Forest	LBO:0000464				
VBO:0001378	Columbia (Sheep)	LBO:0000466	https://orcid.org/0000-0002-5002-8648	Columbia	LBO:0000466				
VBO:0001379	Comeback (Sheep)	LBO:0000467	https://orcid.org/0000-0002-5002-8648	Comeback	LBO:0000467				
VBO:0001380	Coopworth (Sheep)	LBO:0000469	https://orcid.org/0000-0002-5002-8648	Coopworth	LBO:0000469				
VBO:0001381	Cormo (Sheep)	LBO:0000470	https://orcid.org/0000-0002-5002-8648	Cormo	LBO:0000470				
VBO:0001382	Corriedale (Sheep)	LBO:0000471	https://orcid.org/0000-0002-5002-8648	Corriedale	LBO:0000471				
VBO:0001385	Cotswold (Sheep)	LBO:0000472	https://orcid.org/0000-0002-5002-8648	Cotswold	LBO:0000472				
VBO:0001386	Criollo (Sheep)	LBO:0000473	https://orcid.org/0000-0002-5002-8648	Criollo	LBO:0000473				
VBO:0001388	Daglic (Sheep)	LBO:0000476	https://orcid.org/0000-0002-5002-8648	Daglic	LBO:0000476				
VBO:0001389	Dala (Sheep)	LBO:0000474	https://orcid.org/0000-0002-5002-8648	Dala	LBO:0000474				
VBO:0001390	Damara (Sheep)	LBO:0000478	https://orcid.org/0000-0002-5002-8648	Damara	LBO:0000478				
VBO:0001391	Danish Landrace (Sheep)	LBO:0000479	https://orcid.org/0000-0002-5002-8648	Danish Landrace	LBO:0000479				
VBO:0001392	Derbyshire Gritstone (Sheep)	LBO:0000485	https://orcid.org/0000-0002-5002-8648	Derbyshire Gritstone	LBO:0000485				
VBO:0001394	Devon Closewool (Sheep)	LBO:0000486	https://orcid.org/0000-0002-5002-8648	Devon Closewool	LBO:0000486				
VBO:0001397	Dorper (Sheep)	LBO:0000484	https://orcid.org/0000-0002-5002-8648	Dorper	LBO:0000484				
VBO:0001398	Dorset Down (Sheep)	LBO:0000489	https://orcid.org/0000-0002-5002-8648	Dorset Down	LBO:0000489				
VBO:0001401	Drysdale (Sheep)	LBO:0000490	https://orcid.org/0000-0002-5002-8648	Drysdale	LBO:0000490				
VBO:0001410	Exmoor Horn (Sheep)	LBO:0000492	https://orcid.org/0000-0002-5002-8648	Exmoor Horn	LBO:0000492				
VBO:0001420	Galway (Sheep)	LBO:0000498	https://orcid.org/0000-0002-5002-8648	Galway	LBO:0000498				
VBO:0001423	German Blackheaded Mutton (Sheep)	LBO:0000501	https://orcid.org/0000-0002-5002-8648	German Blackheaded Mutton	LBO:0000501				
VBO:0001424	German Mountain (Sheep)	LBO:0000502	https://orcid.org/0000-0002-5002-8648	German Mountain	LBO:0000502				
VBO:0001425	German Mutton Merino (Sheep)	LBO:0000503	https://orcid.org/0000-0002-5002-8648	German Mutton Merino	LBO:0000503				
VBO:0001429	Gute (Sheep)	LBO:0000511	https://orcid.org/0000-0002-5002-8648	Gute	LBO:0000511				
VBO:0001432	Hebridean (Sheep)	LBO:0000517	https://orcid.org/0000-0002-5002-8648	Hebridean	LBO:0000517				
VBO:0001435	Herdwick (Sheep)	LBO:0000518	https://orcid.org/0000-0002-5002-8648	Herdwick	LBO:0000518				
VBO:0001436	Herik (Sheep)	LBO:0000519	https://orcid.org/0000-0002-5002-8648	Herik	LBO:0000519				
VBO:0001439	Hill Radnor (Sheep)	LBO:0000520	https://orcid.org/0000-0002-5002-8648	Hill Radnor	LBO:0000520				
VBO:0001442	Icelandic (Sheep)	LBO:0000523	https://orcid.org/0000-0002-5002-8648	Icelandic	LBO:0000523				
VBO:0001444	Ile-De-France (Sheep)	LBO:0000524	https://orcid.org/0000-0002-5002-8648	Ile-de-France	LBO:0000524				
VBO:0001450	Jacob (Sheep)	LBO:0000526	https://orcid.org/0000-0002-5002-8648	Jacob	LBO:0000526				
VBO:0001461	Karakul (Sheep)	LBO:0000531	https://orcid.org/0000-0002-5002-8648	Karakul	LBO:0000531				
VBO:0001462	Karayaka (Sheep)	LBO:0000532	https://orcid.org/0000-0002-5002-8648	Karayaka	LBO:0000532				
VBO:0001464	Katahdin (Sheep)	LBO:0000533	https://orcid.org/0000-0002-5002-8648	Katahdin	LBO:0000533				
VBO:0001468	Kerry Hill (Sheep)	LBO:0000534	https://orcid.org/0000-0002-5002-8648	Kerry Hill	LBO:0000534				
VBO:0001474	Lacaune (Sheep)	LBO:0001072	https://orcid.org/0000-0002-5002-8648	Lacaune	LBO:0001072				
VBO:0001479	Landais (Sheep)	LBO:0000537	https://orcid.org/0000-0002-5002-8648	Landais	LBO:0000537				
VBO:0001482	Latxa (Sheep)	LBO:0000702	https://orcid.org/0000-0002-5002-8648	Latxa	LBO:0000702				
VBO:0001484	Leicester Longwool (Sheep)	LBO:0000696	https://orcid.org/0000-0002-5002-8648	Leicester Longwool	LBO:0000696				
VBO:0001491	Lleyn (Sheep)	LBO:0000544	https://orcid.org/0000-0002-5002-8648	Lleyn	LBO:0000544				
VBO:0001493	Lonk (Sheep)	LBO:0000546	https://orcid.org/0000-0002-5002-8648	Lonk	LBO:0000546				
VBO:0001499	Manchega (Sheep)	LBO:0000549	https://orcid.org/0000-0002-5002-8648	Manchega	LBO:0000549				
VBO:0001500	Manx Loaghtan (Sheep)	LBO:0000551	https://orcid.org/0000-0002-5002-8648	Manx Loaghtan	LBO:0000551				
VBO:0001504	Masai (Sheep)	LBO:0000552	https://orcid.org/0000-0002-5002-8648	Masai	LBO:0000552				
VBO:0001512	Merinolandschaf (Sheep)	LBO:0000557	https://orcid.org/0000-0002-5002-8648	Merinolandschaf	LBO:0000557				
VBO:0001515	Montadale (Sheep)	LBO:0000559	https://orcid.org/0000-0002-5002-8648	Montadale	LBO:0000559				
VBO:0001520	Mouflon (Sheep)	LBO:0000561	https://orcid.org/0000-0002-5002-8648	Mouflon	LBO:0000561				
